pedon_Key,User_pedon_ID,peiid,soil_name,class_type,classification_name,pedlabsampnum,site_key,project_key,siteiid,usiteid,Primary_Lab_Report,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,lat,long
70032,S2012MI163017,1114276,lenawee,taxadjunct,"Fine, mixed, active, nonacid, mesic Mollic Endoaquepts",13N0550,68104,5767,509427,S2012MI163017,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70032&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012MI163017,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1114276,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.2766,-83.2364",US,United States,MI,Michigan,MI163,Wayne,99,Erie-Huron Lake Plain,MI163,"Wayne County, Michigan",42.276630600,-83.236369400
70033,S2005WI011001,536304,nodine,series,"Fine-loamy, mixed, superactive, mesic Typic Hapludalfs",11N0306,68105,5768,546398,S2005WI011001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70033&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2005WI011001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536304,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.4023,-91.5629",US,United States,WI,Wisconsin,WI011,Buffalo,105,Northern Mississippi Valley Loess Hills,WI011,"Buffalo County, Wisconsin",44.402294200,-91.562896700
70034,S2005WI011002,536305,rollingstone,taxadjunct,"Fine, mixed, superactive, mesic Typic Paleudalfs",11N0307,68106,5768,546399,S2005WI011002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70034&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2005WI011002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536305,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.4014,-91.5615",US,United States,WI,Wisconsin,WI011,Buffalo,105,Northern Mississippi Valley Loess Hills,WI011,"Buffalo County, Wisconsin",44.401405300,-91.561523400
70035,S2010WI023001,536293,mt. carroll,series,"Fine-silty, mixed, superactive, mesic Mollic Hapludalfs",11N0308,68107,5768,546387,S2010WI023001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70035&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI023001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536293,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4172,-91.0555",US,United States,WI,Wisconsin,WI023,Crawford,105,Northern Mississippi Valley Loess Hills,WI023,"Crawford County, Wisconsin",43.417179100,-91.055511500
70036,S2010WI023002,536294,downs,series,"Fine-silty, mixed, superactive, mesic Mollic Hapludalfs",11N0309,68108,5768,546388,S2010WI023002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70036&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI023002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536294,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4184,-91.054",US,United States,WI,Wisconsin,WI023,Crawford,105,Northern Mississippi Valley Loess Hills,WI023,"Crawford County, Wisconsin",43.418407400,-91.053993200
70037,S2010WI023003,536295,mt. carroll,series,"Fine-silty, mixed, superactive, mesic Mollic Hapludalfs",11N0310,68109,5768,546389,S2010WI023003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70037&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI023003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536295,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4169,-91.1131",US,United States,WI,Wisconsin,WI023,Crawford,105,Northern Mississippi Valley Loess Hills,WI023,"Crawford County, Wisconsin",43.416919700,-91.113105800
70038,S2010WI023005,897104,reedsburg,taxadjunct,"Fine-silty over clayey, mixed, superactive, mesic Aquic Paleudalfs",11N0311,68110,5768,546391,S2010WI023005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70038&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI023005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=897104,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.2841,-90.7593",US,United States,WI,Wisconsin,WI023,Crawford,105,Northern Mississippi Valley Loess Hills,WI023,"Crawford County, Wisconsin",43.284053800,-90.759323100
70039,S2010WI123001,897105,reedsburg,taxadjunct,"Fine-silty over clayey, mixed, superactive, mesic Aquic Paleudalfs",11N0312,68111,5768,546396,S2010WI123001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70039&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI123001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=897105,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.6201,-90.693",US,United States,WI,Wisconsin,WI123,Vernon,105,Northern Mississippi Valley Loess Hills,WI123,"Vernon County, Wisconsin",43.620056200,-90.693038900
70040,S2010WI123003,536292,stronghurst,series,"Fine-silty, superactive, mesic Mollic Hapludalfs",11N0313,68112,5768,546386,S2010WI123003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70040&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2010WI123003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=536292,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.7092,-90.8284",US,United States,WI,Wisconsin,WI123,Vernon,105,Northern Mississippi Valley Loess Hills,WI123,"Vernon County, Wisconsin",43.709163700,-90.828414900
70066,S2012VT011001,713751,shoreham,series,"Sandy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8037,68138,5773,659310,S2012VT011001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70066&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713751,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.9231,-73.1639",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",44.923055556,-73.163888889
70067,S2012VT011002,713752,knightspoint,series,"Coarse-loamy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8038,68139,5773,659311,S2012VT011002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70067&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713752,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.9286,-73.1761",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",44.928611111,-73.176111111
70070,S2012VT011005,713755,knightspoint,series,"Coarse-loamy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8041,68142,5773,659314,S2012VT011005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70070&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713755,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.9325,-73.1817",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",44.932500000,-73.181666667
70071,S2012VT011007,713757,shoreham,series,"Sandy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8042,68143,5773,659316,S2012VT011007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70071&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713757,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.9933,-73.1372",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",44.993333333,-73.137222222
70072,S2012VT011008,713758,knightspoint,series,"Coarse-loamy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8043,68144,5773,659317,S2012VT011008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70072&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713758,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.0019,-73.1347",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",45.001944444,-73.134722222
70073,S2012VT011009,713759,shoreham,series,"Sandy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8044,68145,5773,659318,S2012VT011009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70073&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713759,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.0097,-73.1333",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",45.009722222,-73.133333333
70074,S2012VT011010,713760,shoreham,series,"Sandy, mixed, active, nonacid, mesic Fluventic Frasiwassent",12N8045,68146,5773,659319,S2012VT011010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70074&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012VT011010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713760,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.01,-73.1267",US,United States,VT,Vermont,VT011,Franklin,142,St. Lawrence-Champlain Plain,VT011,"Franklin County, Vermont",45.010000000,-73.126666667
70096,S2012TX2911015,713063,beaumont,taxadjunct,"Very-fine, smectitic, hyperthermic Chromic Epiaquerts",12N7959,68168,5776,713456,S2012TX2911015,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70096&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012TX2911015,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=713063,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=29.9454,-94.4856",US,United States,TX,Texas,TX291,Liberty,150A,Gulf Coast Prairies,TX291,"Liberty County, Texas",29.945400000,-94.485638900
70153,S201012CA073038,720381,fontspoint,series,"Loamy, mixed, superactive, calcareous, hyperthermic, shallow Typic Torriorthents",13N0494,68186,5779,573655,S2012CA073038,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70153&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S201012CA073038,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=720381,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.2583,-116.172",US,United States,CA,California,CA073,San Diego,31,Lower Colorado Desert,CA804,"Anza-Borrego Area, California",33.258338900,-116.171700000
70154,S2012CA073044,720379,eastbutte,series,"Mixed, hyperthermic, shallow Typic Torripsamments",13N0495,68187,5779,559791,S2012CA073044,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70154&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012CA073044,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=720379,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.1616,-116.182",US,United States,CA,California,CA073,San Diego,31,Lower Colorado Desert,CA804,"Anza-Borrego Area, California",33.161583300,-116.181888900
70155,S2012CA073438,720382,calcitemine,series,"Loamy, mixed, superactive, calcareous, hyperthermic, shallow Typic Torriorthents",13N0496,68188,5779,721981,S2012CA073438,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70155&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2012CA073438,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=720382,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.2856,-116.091",US,United States,CA,California,CA073,San Diego,31,Lower Colorado Desert,CA804,"Anza-Borrego Area, California",33.285552800,-116.091377800
70202,S2011SC061001,802249,norfolk,series,"Fine-loamy, kaolinitic, thermic Typic Kandiudult",11N6683,68235,5783,499386,2009SC061-001-R01,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70202&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2011SC061001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=802249,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.1178,-80.2133",US,United States,SC,South Carolina,SC061,Lee,133A,Southern Coastal Plain,SC061,"Lee County, South Carolina",34.117778800,-80.213333100
70203,S2011SC061002,802250,rains,taxadjunct,"Fine-loamy, siliceous, subactive, thermic Typic Paleaquult",11N6684,68236,5783,499389,2009SC061-002-R02,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70203&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2011SC061002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=802250,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.1147,-80.1944",US,United States,SC,South Carolina,SC061,Lee,133A,Southern Coastal Plain,SC061,"Lee County, South Carolina",34.114723200,-80.194442700
70204,S2011SC061003,802251,goldsboro,series,"Fine-loamy, siliceous, subactive, thermic Aquic Paleudult",11N6685,68237,5783,499391,2009SC061-003-R03,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70204&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2011SC061003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=802251,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.1136,-80.2078",US,United States,SC,South Carolina,SC061,Lee,133A,Southern Coastal Plain,SC061,"Lee County, South Carolina",34.113609300,-80.207778900
70205,S2011SC061004,802252,noboco,series,"Fine-loamy, subactive, thermic Oxyaquic Paleudults",11N6686,68238,5783,499392,2009SC061-004-R04,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70205&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2011SC061004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=802252,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.1103,-80.1994",US,United States,SC,South Carolina,SC061,Lee,133A,Southern Coastal Plain,SC061,"Lee County, South Carolina",34.110279100,-80.199447600
70350,S2013CO085001,916815,snd,family,"Fine-loamy, mixed, active, mesic Typic Argigypsid",13N96748,68377,5800,826312,S2013CO085001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70350&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO085001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916815,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6106,-107.957",US,United States,CO,Colorado,CO085,Montrose,34B,Warm Central Desertic Basins and Plateaus,CO677,"Ridgway Area, Colorado, Parts of Delta, Gunnison, Montrose, and Ouray Counties",38.610575400,-107.957209300
70351,S2013CO085002,916816,snd,family,"Fine, mixed, active, mesic Typic Argigypsid",13N96749,68378,5800,826313,S2013CO085002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70351&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO085002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916816,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.5864,-107.953",US,United States,CO,Colorado,CO085,Montrose,34B,Warm Central Desertic Basins and Plateaus,CO677,"Ridgway Area, Colorado, Parts of Delta, Gunnison, Montrose, and Ouray Counties",38.586409200,-107.952597800
70352,S2013CO085003,916817,snd,family,"Fine, mixed, active, mesic Typic Haplargid",13N96750,68379,5800,826314,S2013CO085003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70352&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO085003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916817,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.4978,-107.775",US,United States,CO,Colorado,CO085,Montrose,34B,Warm Central Desertic Basins and Plateaus,CO677,"Ridgway Area, Colorado, Parts of Delta, Gunnison, Montrose, and Ouray Counties",38.497800400,-107.774536100
70353,S2013CO085004,916818,snd,family,"Fine-silty, mixed, active, mesic Typic Haplocambid",13N96751,68380,5800,826315,S2013CO085004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70353&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO085004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916818,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.4101,-107.798",US,United States,CO,Colorado,CO085,Montrose,34B,Warm Central Desertic Basins and Plateaus,CO677,"Ridgway Area, Colorado, Parts of Delta, Gunnison, Montrose, and Ouray Counties",38.410051700,-107.797702700
70354,S2013CO029005,916696,s2013029005,family,"Fine-silty, mixed, active, mesic Typic Natrargids",13N96752,68381,5800,925386,S2013CO029005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70354&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916696,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70355,S2013CO029006,916697,unnamed,family,"Fine-silty, mixed, active, mesic, shallow Typic Torriorthents",13N96753,68382,5800,925387,S2013CO029006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70355&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916697,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70356,S2013CO085007,916700,unnamed,family,"Fine-silty, mixed, active, mesic, shallow Ustic Haplocambids",13N96754,68383,5800,925388,S2013CO085007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70356&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO085007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916700,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO085,Montrose,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70357,S2013CO029008,916698,unnamed,family,"Fine-silty, mixed, active, mesic, shallow Typic Haplocambids",13N96755,68384,5800,925389,S2013CO029008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70357&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916698,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70358,S2013CO029009,916699,unnnamed,family,"Fine-silty, mixed, active, mesic, shallow Aridic Haplustepts",13N96756,68385,5800,925390,S2013CO029009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70358&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916699,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70359,S2013CO029010,916704,unnamed,family,"Fine, mixed, active, mesic Ustic Haplocambids",13N96757,68386,5800,925391,S2013CO029010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70359&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916704,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
70360,S2013CO029012,916820,unnamed,family,"Coarse-silty, mixed, active, mesic, shallow Typic Torriorthents",13N96758,68387,5800,925393,S2013CO029012,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=70360&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S2013CO029012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=916820,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6225,-107.889",US,United States,CO,Colorado,CO029,Delta,34B,Warm Central Desertic Basins and Plateaus,CO679,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties",38.622520100,-107.888679500
